Nom;Sigle;dep.;Ville;Joueurs;Age;Jeune;Sénior;Vétéran;  N  ;  R  ;  D  ;  P  ; NC ;Matchs;Points;Ecole
Association Sportive Nanteuil Badminton;ASNB;77;Nanteuil-lès-Meaux;131;32.2;32;37;62;;1;8;46;76;8;733.83;235
Association Sportive Noyalaise Bad.;ASN;35;Noyal-sur-Vilaine;47;32.1;4;22;21;;6;13;16;12;69;3691.83;0
Association Sportive Nandeenne;ASN;77;Nandy;29;35.5;2;11;16;;;;11;18;0;21.2;0
Ass.sport.du Mesnil Le Roi;ASMR;78;Le Mesnil-le-Roi;110;28.4;43;24;43;;1;11;28;70;51;579.4;273
As Municipaux Rennes Metropole;ASMR;35;Rennes;3;49.3;0;1;2;;;1;2;;0;38.1;0
Ass.sm Pau;ASMP;64;Pau;114;29.8;20;60;34;10;20;20;30;34;410;50862.5;0
Ass. St Maurice Du Perreux;ASMP;94;Le Perreux-sur-Marne;49;25.5;22;16;11;;1;13;21;14;75;1118.84;145
Amic. Sport. des agents de la Métropole Nantaise;ASMN;44;Nantes;44;40.6;0;12;32;;2;3;23;16;0;621.43;0
Ass. Sport. Mesnil St Denis section Badminton;ASMD.BAD;78;Le Mesnil-Saint-Denis;52;29.3;22;7;23;;;5;13;34;0;222.13;0
Association Sportive de Marcy et Charbonnières;ASMC69;69;Charbonnières-les-Bains;183;28.8;51;69;63;;20;19;31;113;141;14182.1;340
Ass. Sport. Mun. Chambourcy;ASMC;78;Chambourcy;227;25.1;120;32;75;;17;27;76;107;190;9812.21;445
Aigrefeuille Sur Maine Badminton Club;ASMBC;44;Aigrefeuille-sur-Maine;89;30.4;31;14;44;;;1;41;47;24;193.19;0
Association Sportive de Marchenoir;ASMBAD;41;Marchenoir;34;19.4;24;3;7;;;4;17;13;13;237.48;215
As Badminton De Montlouis;ASM;37;Montlouis-sur-Loire;138;23.9;71;22;45;3;14;15;26;80;245;19328;510
Association Sportive Mantaise;ASM;78;Mantes-la-Jolie;127;26.6;47;43;37;3;12;17;32;63;97;11965.2;412
Association Sportive de Magenta;ASM;988;Noumea;20;32.8;6;5;9;;3;4;3;10;0;4051.05;0
Association Sportive Meudonnaise;ASM;92;Meudon;150;28.1;62;28;60;;1;14;54;81;111;1045.52;0
A.s.l. Robertsau;ASLR;67;Strasbourg;158;24.7;66;58;34;11;21;29;37;60;332;62610.9;516
A. S. L. Noyers Missy;ASLNM;14;Noyers-Bocage;116;22.5;68;16;32;;;8;29;79;6;393.84;260
Association Sports et Loisirs Intercommunale RUOMS;ASLIR07;07;Ruoms;39;25.1;20;7;12;;3;5;13;18;62;693.09;215
Association Sport et Loisirs Valdalliere;ASLI;14;Vassy;33;26.8;17;2;14;;1;9;15;8;53;549.25;195
Ass. Sportive et Loisir Club Normand Aircelle;ASLCNA;76;HARFLEUR MAYVILLE;9;34.4;0;4;5;;;5;4;;0;227.98;0
Association Sport. Loisirs et Culture Flins;ASLC;78;Flins-sur-Seine;0;0.0;0;0;0;;;;;;0;0;0
ASLB Kembs;ASLBK;68;Kembs;126;25.0;50;39;37;;20;42;11;53;468;16133.5;730
Asl Badminton;ASLBAD;33;Libourne;127;20.7;79;28;20;;5;9;30;83;39;3353.64;405
Ass Sportive De L'huisserie;ASLB;53;L'Huisserie;104;23.8;58;15;31;;1;31;31;41;276;1640.64;444
As.sportive Lamottoise;ASLB;41;Lamotte-Beuvron;95;28.3;37;22;36;;1;11;40;43;14;612.88;436
Association Sportive Lifou Badminton;ASLB;988;LIFOU;33;29.1;12;5;16;;;1;1;31;0;19.74;0
Ass. Sportive Louveciennes;ASL;78;Louveciennes;62;28.6;21;20;21;;8;4;14;36;24;3075.42;0
Ass. Sports Et Loisirs Conde s/ Sarthe;ASL;61;Condé-sur-Sarthe;69;24.9;31;15;23;;6;5;23;35;63;1925.33;170
Ass. Sportive Luzarchoise;ASL;95;Luzarches;38;40.1;0;9;29;;5;8;23;2;41;1800.66;0
Association Sports Culture et Loisirs de Lièpvre;ASL;68;Lièpvre;42;19.5;29;2;11;;;;;42;0;0;0
Association Sportive Lilly;ASL;67;Fegersheim;0;0.0;0;0;0;;;;;;0;0;0
A.s. Johnson Controls-Roth;ASJCR;67;Strasbourg;6;42.0;0;1;5;;;;6;;0;42.61;0
Alerte Saint Jean - Badminton;ASJBAD;45;Saint-Jean-de-la-Ruelle;77;23.1;40;19;18;;3;12;33;29;13;1193.49;262
Association Sportive Jovéenne de Badminton;ASJBAD;44;Joué-sur-Erdre;0;0.0;0;0;0;;;;;;0;0;0
Alerte Saint Jean De Boiseau;ASJB;44;Saint-Jean-de-Boiseau;97;30.2;36;18;43;;;7;16;74;21;334.99;0
Asso.sportive De La Jeunesse;ASJ;41;La Chaussée-Saint-Victor;63;32.2;23;17;23;;1;5;11;46;27;315.88;185
Asso.Sportive Indépendante.bad.murs Erigne;ASIBAD;49;Mûrs-Erigné;75;28.0;29;20;26;;;5;18;52;18;396.56;0
Ass Sportive Hingeoise de Badminton et Volley-Ball;ASHBV;62;Hinges;23;29.6;8;5;10;;1;4;17;1;38;503;0
Amicale Sport. Harfleur Beaulieu;ASHB;76;Harfleur;39;37.4;8;9;22;;1;6;13;19;30;486.37;0
Assoc.sportive Hainnevillaise;ASH;50;Équeurdreville-Hainneville;104;33.0;22;38;44;;2;12;23;67;13;1016.01;120
Association Sportive D'hery;ASH;89;Héry;14;40.9;0;2;12;;;5;7;2;0;117.99;0
Association Sportive de Guerigny Urzy-Badminton;ASGU;58;Guérigny;9;28.6;1;6;2;;2;2;5;;64;823.03;0
Association Gibervillaise de Badminton;ASGIBAD;14;Giberville;60;31.4;14;20;26;;;3;15;42;10;190.48;0
Ass. Sportive de Gévezé - Badminton;ASG;35;Gévezé;55;28.6;17;17;21;;6;8;28;13;57;3486.36;0
Ass. Sportive Gournaisienne;ASG;76;Gournay-en-Bray;84;32.7;15;31;38;;8;16;15;45;4;2974.83;0
Ass. Sport. Fontenay Le Fleury;ASFF;78;Fontenay-le-Fleury;187;31.8;48;50;89;;13;32;46;96;18;4739.15;345
Alerte Sportive de Fondettes;ASFB;37;Fondettes;169;26.5;73;40;56;;10;19;50;90;192;5247.22;415
Ass. Sport. Fontenay Badminton;ASFB;92;Fontenay-aux-Roses;88;28.9;29;31;28;;;14;15;59;10;254.99;175
Association Sportive de Flavigny;ASF;54;Flavigny-sur-Moselle;37;27.3;11;12;14;;;3;13;21;32;118.29;0
Amicale Sportive Evry Badminton;ASEBAD;91;Évry;78;26.7;21;34;23;;4;17;14;43;20;1526.17;177
Association Sportive Epron Badminton;ASEB;14;Épron;53;26.5;18;16;19;;11;12;7;23;42;4431.24;185
Association Sportive Etaploise de Badminton;ASEB;62;Étaples;31;31.4;2;16;13;;;1;5;25;0;22.07;0
As Centre D'essais Aeronautique;ASEAT;31;Toulouse;70;33.0;26;6;38;;1;6;11;52;25;367.53;0
Ass. Sport. Egly;ASE;91;Égly;25;38.6;0;10;15;;1;10;6;8;0;760.75;0
Association Sports et Détente de Beaurains;ASDB;62;Beaurains;69;28.4;23;22;24;;1;9;16;43;0;673.07;0
Association Sportive des Alain Savary;ASDAS;34;Saint-Mathieu-de-Tréviers;35;20.8;17;15;3;4;14;8;9;;365;18638;0
Association Saint-Doul;ASD;18;Saint-Doulchard;29;30.8;11;7;11;;;3;5;21;6;137.43;0
A.S.Cheminots de Strasbourg;ASCS;67;Strasbourg;49;32.6;0;33;16;;7;22;6;14;46;5363.72;0
A. Sport.etcult. Pessac Alouette;ASCPA;33;Pessac;283;29.2;89;86;108;11;40;25;37;170;343;61754.9;633
A. Sport. Cheminots Nancy Bad.;ASCNB;54;Nancy;89;32.6;5;54;30;1;8;16;30;34;211;10413.9;0
Ass.spor. Credit Mutuel Bretagne;ASCMB;35;Rennes;0;0.0;0;0;0;;;;;;0;0;0
A.s. Cheminots De Metz-badminton;ASCM.BAD;57;Metz;51;41.4;0;20;31;;;;15;36;28;90.43;0
Association Sportive et Culturelle de Montmain;ASCM;76;Montmain;23;30.4;8;5;10;;;6;6;11;10;310.9;0
Assoc.sport.et Corpo.municip.;ASCM;21;Dijon;7;43.1;0;1;6;;;;;7;0;0;0
Association Sport Culture Loisirs d'Amanvillers;ASCLA;57;Amanvillers;17;32.9;2;6;9;;;2;11;4;2;108.31;0
Association Sportive et Culturelle de Ladon;ASCL;45;Ladon;66;26.9;30;10;26;;;14;20;32;39;584.68;325
Association Sportive et Culturelle Lunairienne;ASCL;35;Saint-Lunaire;0;0.0;0;0;0;;;;;;0;0;0
Ass Sport Culturelle Hanches Bad;ASCHB;28;Hanches;56;23.6;32;9;15;;;8;19;29;35;339.37;200
Association Sportive du CE MMA;ASCEMMA;72;Le Mans;0;0.0;0;0;0;;;;;;0;0;0
BNPARIBAD;ASCBNPP;75;Paris;11;42.0;0;1;10;;;1;5;5;2;46.21;0
As sportive Couilly badminton loisirs;ASCBL;77;Couilly-Pont-aux-Dames;21;37.0;0;9;12;;;;3;18;0;13;0
ASC Badminton Club Reiningue;ASCBCR;68;Reiningue;30;30.6;0;22;8;;12;10;7;1;66;5730.04;0
Ass. des Sports de Chelles - Badminton;ASCBAD;77;Chelles;0;0.0;0;0;0;;;;;;0;0;0
Assoc. Sportive Crepynoise de Badminton;ASCB;60;Crépy-en-Valois;74;26.4;35;15;24;;3;8;12;51;53;987.55;0
Bad'in Chartres De Bretagne;ASCB;35;Chartres-de-Bretagne;50;28.2;17;12;21;;;4;19;27;0;231.41;0
Ass. Sport. Cult. Automobiles Peugeot;ASCAP;25;Montbéliard;66;25.6;36;3;27;;5;15;18;28;31;2256.4;337
Ass. Sportive Crédit Agricole Ile de France;ASCAIDF;75;Paris;0;0.0;0;0;0;;;;;;0;0;0
Ass. Sport. et Cult. de l'AIA de Clermont Ferrand;ASCAIA;63;Clermont-Ferrand;0;0.0;0;0;0;;;;;;0;0;0
Association Sportive de Courtisols;ASC;51;Courtisols;25;34.4;4;8;13;;;6;9;10;6;356.56;0
As Courdimanche;ASC;95;Courdimanche;34;36.0;7;8;19;;;3;8;23;0;152.66;0
Badminton Club Carnoux;ASC;13;Carnoux-en-Provence;27;43.4;0;6;21;;;1;8;18;0;50.84;0
Ass. Sportive et Cult. Les Eglisottes/Monfourat;ASC;33;LES EGLISOTTES;14;26.4;8;0;6;;;5;5;4;0;28.01;0
Association Sportive de Badminton de Villabé;ASBV;91;Villabé;51;37.9;1;25;25;;;1;16;34;19;111.55;0
Association Sportive Badminton Top Team-Le Havre;ASBTT.LH;76;Le Havre;85;28.4;37;15;33;5;19;14;18;29;172;31125.9;391
Association Sportive de Badminton de Soufflenheim;ASBS;67;Soufflenheim;100;24.6;46;27;27;;;1;11;88;23;20.81;0
Ass.sport. Bourg La Reine;ASBR92;92;Bourg-la-Reine;244;27.1;99;69;76;2;24;30;58;130;176;18470.6;408
Ailes Sportives Bouguenais Rezé;ASBR;44;Rezé;270;26.8;82;124;64;15;34;31;45;145;536;71743.2;515
A.s. Badminton Pont A Mousson;ASBPAM;54;Pont-à-Mousson;86;21.2;51;17;18;;1;15;22;48;101;782.86;414
A.s.badminton Nogent;ASBN;45;Nogent-sur-Vernisson;0;0.0;0;0;0;;;;;;0;0;0
Association Badminton Loisir Sologne des Etangs;ASBLSE;41;Neung-sur-Beuvron;46;25.2;28;4;14;;;7;16;23;53;213.83;336
A.s.  De Badminton Lorousaine;ASBL;44;Le Loroux-Bottereau;144;25.8;61;37;46;1;8;20;37;78;181;7101.32;417
Association Sportive Badminton Longuyon;ASBL;54;Longuyon;12;38.5;0;4;8;;;2;7;3;0;73.66;0
As Badminton House;ASBH;75;Paris;93;24.9;45;25;23;;;6;30;57;25;200.89;0
Association Sportive des Badistes Givrés;ASBG;75;Paris;72;35.2;1;30;41;;;7;38;27;59;369.51;0
Ass. Sport. Bad. Genestonnaise;ASBG;44;Geneston;59;30.8;18;16;25;;;8;18;33;62;353.4;110
Association Sportive Badminton Golbey;ASBG;88;Golbey;55;35.2;5;23;27;;;4;9;42;24;147.92;0
Association Sport et Bien Etre - Badminton;ASBE;91;Wissous;31;40.1;1;10;20;;;6;14;11;0;349.4;0
a.s bad chanusien;ASBC;61;Chanu;30;23.6;15;5;10;;;4;8;18;19;162.72;0
A S Badminton Cintré;ASBC;35;Cintré;21;36.3;3;7;11;;;1;10;10;0;103.24;0
Association Sportive Badminton Carcois;ASBC;83;Carcès;87;28.3;36;12;39;;;1;2;84;0;27.26;0
Association Squash et Badminton de Chartres;ASBC;28;Chartres;4;38.5;0;2;2;;;;3;1;0;7.4;325
Association Squash Badminton - Blois l'Hermitage;ASBBH;41;La Chaussée-Saint-Victor;0;0.0;0;0;0;;;;;;0;0;0
Association Sportive du Badminton Brantômais;ASBB;24;Brantôme;49;27.3;20;10;19;;4;9;17;19;101;1182.44;290
Association Sportive Bad Boisseuil;ASBB;87;Boisseuil;53;29.1;22;5;26;;;9;22;22;0;452.26;165
Ass. Sport. Bad A Brax;ASBADABRAX;47;Brax;62;28.3;24;17;21;;9;6;31;16;164;3188.88;185
AS BAD 87 LIMOGES;ASBAD87;87;Limoges;199;24.4;66;100;33;9;45;22;36;87;570;63856.7;417
Aillant Sport Badminton;ASB89;89;Aillant-sur-Tholon;50;26.8;21;10;19;;2;22;13;13;101;1079.32;0
Albert Sport Badminton;ASB;80;Albert;109;26.9;39;34;36;;4;9;53;43;159;3437.9;408
A. S. B. Halluin;ASB;59;Halluin;73;25.9;40;7;26;;;5;14;54;14;299.88;0
Ailes Sportives Airbus Helicopter - Badminton;ASAH;13;Marignane;88;37.3;7;28;53;5;20;13;22;28;383;27534.4;210
Association Sportive Avrillaise - Badminton;ASABAD;85;Avrillé;20;37.0;0;6;14;;;4;9;7;42;124.8;0
Association sportive Audincourtoise Badminton;ASAB;25;Audincourt;0;0.0;0;0;0;;;;;;0;0;0
Association Sportive Avrillé;ASA;49;Avrillé;133;26.7;43;45;45;3;19;17;32;62;188;28160.9;280
A.s. Ayguesvivoise;ASA;31;Ayguesvives;56;28.3;26;5;25;;;11;17;28;26;565.23;227
Association Sportive Badminton Bouzy;AS2B;51;Bouzy;12;29.3;4;3;5;;;1;4;7;4;65.55;0
Ass. Sport. de l'Université Nouvelle Calédonie;AS.UNC;988;Noumea;6;27.8;0;5;1;;;;;6;0;0;0
CDJ Villereau Association la Rhônelle;ARSB;59;Villereau;20;35.4;2;7;11;;;8;9;3;64;369.18;0
Ass. Rambolitaine De Badminton;ARB;78;Rambouillet;129;31.1;30;42;57;;17;15;42;55;109;5284.71;175
Auriol Roquevaire Badminton;ARB;13;Auriol / Roquevaire;146;27.0;65;30;51;;8;16;48;74;184;4392.17;320
Apt Badminton Club;APTBC;84;Apt;74;26.4;35;17;22;1;3;10;22;38;80;5854.37;350
Ass.person. Adm. Paris;APSAP;75;Paris;215;27.7;67;91;57;2;17;23;50;123;316;17278.9;447
Ass.pers.spt.adm. Seine St Denis;APSAD93;93;Bobigny;11;39.8;0;4;7;;;;5;6;0;6.12;0
A. et P. Ecoles Laiques De Begles;APELB;33;Bègles;66;30.2;16;27;23;;2;7;24;33;60;1423.03;180
Association Portusienne de Badminton;APB;70;Port-sur-Saône;62;25.0;26;20;16;;10;15;24;13;109;3867.41;215
Association Pouanceenne De Bad;APB;49;Pouancé;28;17.2;20;7;1;;4;3;10;11;37;1254.97;0
Association  Presloise de Badminton;APB;95;Presles;55;32.5;22;5;28;;;2;13;40;0;75.06;150
A. O. Westhoffen Badminton;AOWB;67;Westhoffen;17;37.1;0;7;10;;;7;6;4;4;249.52;0
A.o. Tourrette Levens;AOTL;06;Tourrette-Levens;7;31.4;0;6;1;;;3;4;;19;120.94;0
A. Omnisport Trappiste-badminton;AOT.BAD;78;Trappes;33;42.7;1;10;22;;;;1;32;0;0.46;0
Association Olympique Muidoise Badminton;AOMB;41;Muides-sur-Loire;80;27.2;34;16;30;;1;7;14;58;0;428;109
A. O. Geromoise Badminton Club;AOGBC;88;Gérardmer;0;0.0;0;0;0;;;;;;0;0;0
AOG section Badminton;AOGBAD;30;Saint-Geniès-de-Malgoirès;47;25.2;25;6;16;;;10;11;26;123;411.09;240
Ajoncs D'Or BaDminton Saint Nolff;AOBD;56;Saint-Nolff;75;24.6;34;23;18;1;18;12;21;23;197;15446.1;406
Ass. Orgeroise De Badminton;AOB;35;Orgères;91;27.1;37;22;32;;2;10;42;37;5;1173.62;350
Amicale Manin Sport Paris-Est;AMSPE;75;Paris;0;0.0;0;0;0;;;;;;0;0;0
Amicale Mermoz Courcy Badminton;AMCB;51;Courcy et Saint Thierry;92;27.7;44;12;36;;4;16;34;38;20;1519.37;462
Magalas Badminton;AMB;34;Magalas;18;43.1;0;3;15;;2;5;8;3;69;1888.81;95
Ass. Mayennaise De Badminton;AMB;53;Mayenne;81;23.0;46;11;24;;5;18;25;33;234;1772.27;435
Association Marcheprimaise de Badminton;AMB;33;Marcheprime;115;29.2;45;21;49;;3;13;33;66;28;1503.49;245
A. Maissoise De Badminton;AMB;91;Maisse;62;27.0;23;20;19;;1;9;17;35;19;420.95;195
Amicale Laique Villecresnes;ALVB;94;Villecresnes;59;41.0;2;9;48;;;10;19;30;32;303.87;0
Amicale Laique De Toul Badminton;ALTB;54;Toul;123;28.8;51;24;48;1;8;29;31;54;196;6040.69;250
Amicale Laique Testerine;ALTB;33;La Teste-de-Buch;88;28.1;32;28;28;1;7;16;19;45;14;4550.47;0
Amicale Laique De St Michel;ALSM;27;Évreux;45;18.5;33;5;7;;;6;13;26;4;311.2;0
Amicale Laique De Saint Flour;ALSF;15;Saint-Flour;37;25.6;15;13;9;;;6;14;17;0;354.77;0
Association Loisirs Sports Détente Plélo;ALSDP;22;Plélo;98;23.0;52;22;24;;1;16;31;50;46;848.97;265
Amicale Laique de Sees;ALS;61;Sées;70;26.0;31;16;23;1;2;8;20;39;46;3377.14;255
Amicale Laique Redon Badminton;ALRB;35;Redon;68;25.1;32;18;18;;6;9;16;37;41;2523.98;335
Ass. de Badminton Du Canton De Fayence;ALPHABAD;83;Fayence/Montauroux;27;32.7;11;2;14;;3;1;9;14;8;1196.71;271
A. L. Du Palais/vienne-badminton;ALPB;87;Le Palais-sur-Vienne;54;36.7;0;24;30;;27;19;4;4;171;12659.3;0
AL Badminton Plonéour-Lanvern;ALPB;29;Plonéour-Lanvern;82;22.9;43;18;21;;7;14;20;41;240;2470.66;347
AL Ploemeur Badminton;ALP;56;Ploemeur;151;23.1;85;30;36;1;19;17;48;66;254;13123.6;485
Amicale Laique Marans Badminton;ALMB;17;Marans;61;32.4;17;12;32;;;16;14;31;34;829.01;180
Amicale Laique Melesse;ALM;35;Melesse;0;0.0;0;0;0;;;;;;0;0;0
Amicale Laique Leucate;ALLB;11;Leucate;0;0.0;0;0;0;;;;;;0;0;0
Amicale Laique Lons Le Saunier;ALL;39;Lons-le-Saunier;152;28.6;56;41;55;2;14;20;35;81;171;15906.1;395
ALJ Limay Badminton;ALJL;78;Limay;64;33.0;13;21;30;;;9;23;32;5;535.44;0
Amicale Laïque Hericourt;ALH;70;Héricourt;134;24.2;68;27;39;2;24;34;30;44;232;12349.8;564
AL Gond Pontouvre badminton;ALGP;16;Gond-Pontouvre;147;27.4;55;43;49;;19;21;39;68;176;9190.2;230
Amicale Laique Gouzon et Frjep;ALG;23;Gouzon;17;37.6;0;7;10;;;2;8;7;0;123.36;0
Amicale Laïque de Fraisses - section Badminton;ALF42;42;Fraisses;0;0.0;0;0;0;;;;;;0;0;0
Amicale Laique de Bretigny-sur-Orge;ALEPB;91;Brétigny-sur-Orge;180;25.0;89;28;63;1;14;22;28;115;43;13733.1;421
Amicale Laique Eysines Badminton;ALEB;33;Eysines;138;33.8;25;45;68;;14;28;28;68;64;8045.25;0
Echirolles Badminton;ALE38;38;Échirolles;210;28.4;86;36;88;;8;14;81;107;269;2971.54;615
Amicale Laïque des Andelys;ALDA;27;Les Andelys;0;0.0;0;0;0;;;;;;0;0;0
ALCL Grand Quevilly;ALCL;76;Le Grand-Quevilly;88;27.9;18;47;23;6;24;27;11;20;211;39903.6;486
Alcep;ALCEP;44;Carquefou;0;0.0;0;0;0;;;;;;0;0;706
ALC Longvic Badminton;ALCBAD;21;Longvic;136;32.3;27;48;61;2;15;18;46;55;175;11957.2;182
Amicale Laique Chateaubriant;ALC;44;Châteaubriant;67;24.2;29;23;15;;4;3;22;38;40;1358.67;0
Amicale Laique De Cachan;ALC;94;Cachan;86;28.2;32;25;29;;1;6;12;67;2;574.94;0
Amicale Laique De Bruz;ALBRUZ;35;Bruz;170;23.7;82;47;41;;;9;61;100;17;647.6;286
A. L. Badminton Club Briochin;ALBCB;22;Saint-Brieuc;112;25.0;55;24;33;5;14;28;16;49;280;31594.6;580
Ass. Ligerienne Bad. Basse-Goulaine;ALBBG;44;Basse-Goulaine;189;27.3;73;53;63;;13;23;44;109;196;5020.44;0
Association des Loisirs de Brecé Badminton;ALBB;35;Brécé;4;33.8;1;1;2;;;;3;1;0;8.14;0
Amicale Laique Badminton Luce;ALBA;28;Lucé;67;30.7;20;20;27;;7;20;10;30;91;3717.34;150
Ass. Longjumelloise Badminton;ALB;91;Longjumeau;136;27.7;51;43;42;;27;19;24;66;172;13069.9;0
A.l De Bourgbarre Badminton;ALB;35;Bourgbarré;100;25.9;42;27;31;;;9;26;65;0;302.87;0
Amicale Jeunes De Thorigny Bad;AJTB;77;Thorigny-sur-Marne;53;29.7;17;15;21;;;3;12;38;0;133.53;0
Amicale Jules Ferry Ferdinand Buisson;AJFB;10;La Chapelle-Saint-Luc;5;39.8;1;1;3;;;1;1;3;0;15.48;0
Avant Garde Tresboeuf;AGT;35;Tresboeuf;2;41.5;0;0;2;;;;;2;0;0;0
Avant Garde Sportive des Essarts le Roi;AGSE;78;Les Essarts-le-Roi;58;30.0;24;7;27;;;4;15;39;0;167.43;85
Au Grez du Bad;AGDB;49;Grez-Neuville;34;29.6;8;14;12;;;3;17;14;48;260.58;150
Avant Garde Cossé le Vivien;AGCV;53;Cossé-le-Vivien;69;24.6;35;12;22;;1;15;31;22;216;1056.18;255
Association Sportive Avant Garde Badminton;AGCBAD;49;Champigné;33;34.3;0;18;15;;;8;14;11;0;382.69;0
Association Familles Rurales;AFR;08;Deville;15;34.3;2;7;6;;;;11;4;11;13.14;0
Avenir Fonsorbais Badminton;AFB;31;Fonsorbes;141;27.6;72;10;59;;;8;45;88;97;535.86;280
Amicale Epernon - Badminton;AEBAD;28;Épernon;28;36.2;3;8;17;;;;;28;0;0;0
Alerte Evron Badminton;AEB;53;Évron;31;32.5;10;7;14;;;6;10;15;36;529.69;0
Association de BadMinton de Caden;ADBDC;56;Caden;57;24.3;27;17;13;;;5;19;33;30;202.44;0
ADA Badminton;ADABLOIS;41;Blois;0;0.0;0;0;0;;;;;;0;0;90
Ass. Des Castelbourgeois Volants;ACV;35;Châteaubourg;80;21.9;46;15;19;;7;8;30;35;106;4932.54;0
Ass. Culturelle et Sportive Olivier de Serres;ACSOS07;07;Villeneuve-de-Berg;46;26.3;24;4;18;;;1;7;38;10;31.97;0
Crégybad;ACSL;77;Crégy-lès-Meaux;92;28.3;28;30;34;;9;25;18;40;125;4212.3;225
Alliance Club Sportif Buzancais;ACSB;36;Buzançais;62;24.8;30;11;21;;2;8;20;32;29;979.78;290
Association Club Loisirs et Fêtes - Badminton;ACLEFBAD;41;Fossé;41;27.1;19;8;14;;;2;16;23;0;98.05;285
Asso. Culture Et Loisirs Gramat;ACL;46;Gramat;21;19.3;15;1;5;;;3;10;8;57;134.19;255
Ass. Club Des Jeunes Du Plateau;ACJP;39;Saint-Lupicin;53;29.7;16;18;19;;;3;32;18;48;315.1;0
Les Aces Du Volant;ACES;87;Limoges;74;34.6;0;38;36;;14;25;19;16;226;6350.07;0
AccrosBad de la Côtière;ACCROSBAD;01;Beynost;88;22.2;50;19;19;;;16;31;41;115;753.7;339
Ass. Chinoise de Badminton en France;ACBF;75;Paris;21;30.2;0;14;7;;3;4;2;12;0;1140.72;0
Athlétic Club Boulogne Billancourt;ACBB;92;Boulogne-Billancourt;235;20.9;134;61;40;26;26;41;52;90;387;158335;880
Ass Crolloise Badminton;ACB38;38;Crolles;179;28.2;71;37;71;2;23;23;46;85;255;17133.4;573
Athletic Club De Bobigny;ACB;93;Bobigny;78;30.1;17;30;31;;18;15;19;26;70;11540.4;315
Avia Club;ACB;33;Floirac;6;35.0;0;2;4;;;2;3;1;0;35.53;0
Art et Culture 15eme;AC15;75;Paris;201;31.2;24;108;69;;;14;44;143;122;581.09;0
Beziers Badminton ABSR;ABSR;34;Béziers;213;24.5;96;66;51;2;14;21;62;114;330;14127.2;496
Ass. Badminton St Maurice;ABSM;94;Saint-Maurice;108;28.9;29;39;40;;;20;24;64;28;723.02;247
Amicale Badminton Spinolienne;ABS91;91;Épinay-sur-Orge;77;31.0;19;30;28;;;12;33;32;0;463.67;180
Association Badminton Salbris;ABS;41;Salbris;80;27.0;27;34;19;15;10;10;15;30;333;83595.3;464
Amicale de Badminton Stéphanois;ABS;44;Saint-Étienne-de-Montluc;136;28.6;51;30;55;;5;10;44;77;78;1948.48;435
Athlé 46 Badminton Souillac;ABS;46;Souillac;37;32.7;11;8;18;;3;16;6;12;157;1444.74;225
A.b.st Etienne Au Mont;ABS;62;Saint-Étienne-au-Mont;125;28.3;48;31;46;;;29;31;65;62;1420.33;374
Association de Badminton  de Sartilly;ABS;50;Sartilly;0;0.0;0;0;0;;;;;;0;0;0
Association Badminton Romainvillois;ABR;93;Romainville;150;25.8;63;43;44;;4;18;38;90;113;1583.15;374
Association Badminton Quarré les Tombes;ABQT;89;Quarré-les-Tombes;0;0.0;0;0;0;;;;;;0;0;0
Les Plumes du Len - Asso Bad Plougoumelen le Bono;ABPLB;56;Plougoumelen;64;35.5;12;15;37;;;2;10;52;4;113.05;0
Association Badminton Port Barquais;ABPB17;17;Port-des-Barques;16;30.4;4;6;6;;;;9;7;11;56.19;0
Associat. Badminton Pithiviers;ABP;45;Pithiviers;72;27.8;29;15;28;1;4;12;25;30;77;7627.68;241
BAD'OLERON;ABO;17;Le Château-d'Oléron;19;26.8;11;1;7;;;;7;12;0;30.49;0
Ass. Badminton Nusantara Paris;ABNP;75;Paris;25;44.5;1;6;18;;;;1;24;0;0;0
Les Accros Du Badminton Niortais;ABN;79;Niort;196;28.3;65;55;76;;13;24;31;128;132;6143.27;305
Amicale Badminton de Nevers;ABN;58;Nevers;72;25.0;25;31;16;;9;12;23;28;136;4179.49;0
Association Badminton De Mably;ABM42;42;Mably;27;42.7;0;5;22;;;;18;9;0;27.6;0
Association Badminton Meyenheim;ABM;68;Meyenheim;34;35.6;3;12;19;;6;13;10;5;10;3293.37;0
Association Badminton Monsoise;ABM;59;Mons en Baroeul;223;25.2;88;70;65;;5;23;67;128;457;2629.46;412
Association Bad In Lez;ABIL;34;Castelnau-le-Lez;313;28.7;91;125;97;12;32;34;63;172;441;66265.4;541
Association du Badminton de Genilac;ABG42;42;Genilac;61;30.9;18;15;28;;3;9;21;28;60;1392.27;125
Aizenay Badminton;ABFV;85;Aizenay;69;27.9;25;15;29;;3;20;26;20;114;1537.04;260
Argoët Badminton Elven;ABE;56;Elven;0;0.0;0;0;0;;;;;;0;0;270
ARAC Badminton Club de Treffléan;ABCT;56;Treffléan;23;37.0;1;7;15;;;;;23;0;0;0
Assoc. Badminton Club St Nazaire;ABCSN;66;Saint-Nazaire;42;33.5;9;12;21;;10;2;9;21;85;5380.17;0
Association Badminton Club Mertzwiller;ABCM;67;Mertzwiller;53;27.1;23;8;22;;;10;26;17;74;469.85;136
Ass. Badminton Club Koumac;ABCK;988;Koumac;0;0.0;0;0;0;;;;;;0;0;0
